@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
251,'2023/12/21 03:08:52:974',1,-0.013145,-0.021844,-0.007055,0.337088,-2.866206,0.198445,?
252,'2023/12/21 03:08:53:007',1,-0.018014,-0.037036,0.008462,0.335656,-2.867592,0.20222,?
253,'2023/12/21 03:08:53:040',1,-0.021231,-0.040553,0.004995,0.33455,-2.87013,0.207488,?
254,'2023/12/21 03:08:53:074',1,-0.029723,-0.049781,0.00864,0.333858,-2.87205,0.214113,?
255,'2023/12/21 03:08:53:107',1,-0.017418,-0.05849,0.006863,0.334347,-2.873973,0.221028,?
256,'2023/12/21 03:08:53:141',1,-0.034935,-0.064585,-0.015632,0.335019,-2.87724,0.231349,?
257,'2023/12/21 03:08:53:175',1,-0.034602,-0.072256,0.004125,0.333666,-2.881484,0.243085,?
258,'2023/12/21 03:08:53:208',1,-0.038036,-0.088626,0.039906,0.332361,-2.889131,0.258993,?
259,'2023/12/21 03:08:53:241',1,-0.0567,-0.092986,0.038361,0.333641,-2.898265,0.277604,?
260,'2023/12/21 03:08:53:273',1,-0.059418,-0.095416,0.040779,0.337192,-2.906864,0.29581,?
261,'2023/12/21 03:08:53:306',1,-0.078376,-0.065288,0.014899,0.342184,-2.918358,0.318911,?
262,'2023/12/21 03:08:53:339',1,-0.074131,-0.037341,0.011282,0.348647,-2.929782,0.344779,?
263,'2023/12/21 03:08:53:373',1,-0.061105,-0.015205,-0.003998,0.357016,-2.936049,0.367656,?
264,'2023/12/21 03:08:53:406',1,-0.064167,0.01129,-0.040131,0.368153,-2.943175,0.396114,?
265,'2023/12/21 03:08:53:439',1,-0.03811,0.036853,-0.055119,0.374576,-2.950549,0.426273,?
266,'2023/12/21 03:08:53:473',1,-0.015694,-0.009135,-0.020424,0.379666,-2.955443,0.451006,?
267,'2023/12/21 03:08:53:507',1,-0.094894,-0.024988,-0.035086,0.383695,-2.961822,0.481769,?
268,'2023/12/21 03:08:53:540',1,-0.077224,-0.013349,-0.004219,0.385502,-2.97351,0.518441,?
269,'2023/12/21 03:08:53:573',1,-0.040792,0.034911,-0.021027,0.387937,-2.981469,0.550424,?
270,'2023/12/21 03:08:53:606',1,-0.028673,0.061898,0.006261,0.386974,-2.989318,0.586758,?
271,'2023/12/21 03:08:53:640',1,0.004956,0.079765,0.015305,0.387946,-2.997591,0.621138,?
272,'2023/12/21 03:08:53:673',1,0.009537,0.08782,-0.026003,0.389379,-3.002068,0.647502,?
273,'2023/12/21 03:08:53:706',1,0.046915,0.066961,-0.039271,0.389758,-3.006266,0.675973,?
274,'2023/12/21 03:08:53:740',1,0.0124,0.087636,-0.032441,0.385785,-3.008464,0.701136,?
275,'2023/12/21 03:08:53:774',1,-0.000684,0.081449,0.058528,0.379904,-3.013843,0.721522,?
276,'2023/12/21 03:08:53:806',1,0.027379,0.093084,0.040622,0.379551,-3.019504,0.741719,?
277,'2023/12/21 03:08:53:840',1,0.009937,0.090556,-0.012477,0.380362,-3.019167,0.755906,?
278,'2023/12/21 03:08:53:873',1,0.032608,0.096491,0.01733,0.376584,-3.022678,0.770616,?
279,'2023/12/21 03:08:53:907',1,0.010038,0.096113,0.015822,0.375063,-3.027689,0.781602,?
280,'2023/12/21 03:08:53:940',1,0.036393,0.113684,-0.012911,0.374793,-3.026626,0.787644,?
281,'2023/12/21 03:08:53:973',1,0.038464,0.097245,0.006998,0.373558,-3.024062,0.790903,?
282,'2023/12/21 03:08:54:006',1,0.031846,0.092796,0.003108,0.372434,-3.021338,0.79026,?
283,'2023/12/21 03:08:54:041',1,0.030942,0.074211,0.021286,0.372057,-3.017944,0.787478,?
284,'2023/12/21 03:08:54:073',1,0.031369,0.056408,0.003088,0.373339,-3.0121,0.781388,?
285,'2023/12/21 03:08:54:107',1,0.010789,0.016597,-0.013439,0.37193,-3.006483,0.773932,?
286,'2023/12/21 03:08:54:140',1,-0.001228,-0.003614,-0.005834,0.368157,-3.002531,0.767321,?
287,'2023/12/21 03:08:54:174',1,-0.021817,-0.032807,0.030459,0.363187,-2.997459,0.760182,?
288,'2023/12/21 03:08:54:207',1,-0.015814,-0.02872,0.050695,0.36041,-2.993881,0.754352,?
289,'2023/12/21 03:08:54:240',1,-0.015106,-0.027192,0.03042,0.361179,-2.989657,0.749801,?
290,'2023/12/21 03:08:54:274',1,-0.002633,-0.022055,-0.002065,0.363327,-2.9848,0.74557,?
291,'2023/12/21 03:08:54:306',1,0.006809,-0.020645,-0.013512,0.363187,-2.982614,0.742599,?
292,'2023/12/21 03:08:54:340',1,-0.016078,-0.027837,-0.000197,0.361794,-2.981325,0.740719,?
293,'2023/12/21 03:08:54:374',1,-0.008399,-0.018934,0.009081,0.361101,-2.980009,0.739677,?
294,'2023/12/21 03:08:54:407',1,-0.013269,-0.013028,0.00467,0.36177,-2.978036,0.739237,?
295,'2023/12/21 03:08:54:441',1,0.003016,-0.002137,-0.019856,0.362452,-2.976534,0.738966,?
296,'2023/12/21 03:08:54:474',1,-0.001803,0.000847,-0.000151,0.36184,-2.975014,0.738612,?
297,'2023/12/21 03:08:54:507',1,-0.007435,0.004123,0.006114,0.362309,-2.974241,0.737804,?
298,'2023/12/21 03:08:54:540',1,-0.002835,0.001984,-0.007243,0.364249,-2.970166,0.736006,?
299,'2023/12/21 03:08:54:574',1,0.001247,0.001129,-0.016171,0.365751,-2.965694,0.733338,?
300,'2023/12/21 03:08:54:607',1,-0.022824,-0.00948,0.000033,0.366204,-2.963697,0.730905,?
301,'2023/12/21 03:08:54:641',1,-0.027626,-0.011238,0.012806,0.367721,-2.960945,0.72892,?
302,'2023/12/21 03:08:54:673',1,-0.01936,-0.002142,0.018117,0.371388,-2.95701,0.726597,?
303,'2023/12/21 03:08:54:707',1,-0.030687,-0.002542,0.00754,0.374531,-2.953465,0.724547,?
304,'2023/12/21 03:08:54:740',1,-0.025881,0.013963,0.031663,0.375705,-2.952225,0.723565,?
305,'2023/12/21 03:08:54:776',1,-0.031111,0.027094,0.040179,0.375994,-2.952633,0.722541,?
306,'2023/12/21 03:08:54:808',1,-0.006486,0.047027,0.04208,0.375228,-2.954681,0.722179,?
307,'2023/12/21 03:08:54:841',1,0.039787,0.060665,0.045758,0.374241,-2.95598,0.721183,?
308,'2023/12/21 03:08:54:874',1,0.067542,0.068095,0.028899,0.37401,-2.956465,0.716975,?
309,'2023/12/21 03:08:54:907',1,0.066801,0.037297,-0.00332,0.374234,-2.955557,0.709493,?
310,'2023/12/21 03:08:54:941',1,0.064996,0.00744,-0.023989,0.373419,-2.954354,0.701154,?
311,'2023/12/21 03:08:54:974',1,0.029232,-0.027658,-0.018186,0.371008,-2.954113,0.69029,?
312,'2023/12/21 03:08:55:007',1,0.003802,-0.046674,-0.019847,0.36958,-2.952762,0.680922,?
313,'2023/12/21 03:08:55:040',1,-0.025309,-0.058123,-0.025785,0.368986,-2.950887,0.671575,?
314,'2023/12/21 03:08:55:075',1,-0.051369,-0.06786,-0.028109,0.368329,-2.948835,0.664117,?
315,'2023/12/21 03:08:55:107',1,-0.071264,-0.063448,-0.022845,0.367711,-2.948128,0.660665,?
316,'2023/12/21 03:08:56:811',2,-0.024191,0.090418,0.00391,0.315763,2.933017,2.003959,?
317,'2023/12/21 03:08:56:840',2,-0.020808,0.138609,0.031296,0.318898,2.93465,1.998652,?
318,'2023/12/21 03:08:56:875',2,-0.013726,0.20635,0.019925,0.325888,2.938308,1.988065,?
319,'2023/12/21 03:08:56:907',2,-0.001312,0.215064,-0.000547,0.333857,2.944263,1.97106,?
320,'2023/12/21 03:08:56:941',2,-0.000819,0.225032,-0.004149,0.33816,2.948453,1.949951,?
321,'2023/12/21 03:08:56:975',2,0.037684,0.166636,0.02611,0.343178,2.955832,1.918904,?
322,'2023/12/21 03:08:57:006',2,0.021288,0.152807,0.01515,0.352311,2.968468,1.880124,?
323,'2023/12/21 03:08:57:040',2,-0.072771,0.155842,-0.021546,0.358152,2.978001,1.842713,?
324,'2023/12/21 03:08:57:074',2,-0.017647,0.089874,-0.01433,0.363774,2.991431,1.796834,?
325,'2023/12/21 03:08:57:107',2,-0.026553,0.109313,0.004598,0.372933,3.012279,1.744969,?
326,'2023/12/21 03:08:57:140',2,-0.136806,0.091592,0.012153,0.38184,3.02907,1.69861,?
327,'2023/12/21 03:08:57:174',2,-0.08231,0.004622,-0.009815,0.38914,3.048771,1.645812,?
328,'2023/12/21 03:08:57:207',2,-0.027858,0.016495,0.082225,0.392492,3.066584,1.591272,?
329,'2023/12/21 03:08:57:240',2,-0.114199,0.027954,0.085355,0.397468,3.079111,1.542678,?
330,'2023/12/21 03:08:57:274',2,-0.106599,-0.006385,0.008377,0.408591,3.097597,1.489706,?
331,'2023/12/21 03:08:57:307',2,-0.070455,-0.004826,-0.013911,0.419979,3.119126,1.440516,?
332,'2023/12/21 03:08:57:340',2,-0.015004,0.054978,-0.025658,0.429816,3.137425,1.396084,?
333,'2023/12/21 03:08:57:374',2,-0.094032,0.00918,-0.06819,0.439886,-3.122273,1.33873,?
334,'2023/12/21 03:08:57:408',2,-0.126299,-0.008111,-0.021627,0.44385,-3.106917,1.284769,?
335,'2023/12/21 03:08:57:441',2,-0.096703,-0.003618,-0.037116,0.446224,-3.093816,1.23797,?
336,'2023/12/21 03:08:57:474',2,-0.0831,-0.00276,-0.061427,0.449969,-3.071262,1.182433,?
337,'2023/12/21 03:08:57:508',2,-0.048693,-0.008331,-0.062656,0.451171,-3.044457,1.127439,?
338,'2023/12/21 03:08:57:541',2,-0.032955,-0.00839,-0.063582,0.446686,-3.024616,1.080284,?
339,'2023/12/21 03:08:57:574',2,-0.054394,-0.056368,0.004096,0.4377,-3.005075,1.024636,?
340,'2023/12/21 03:08:57:607',2,-0.060748,-0.067142,0.001443,0.430919,-2.984803,0.970863,?
341,'2023/12/21 03:08:57:641',2,-0.072756,-0.080498,0.023573,0.426602,-2.967645,0.927542,?
342,'2023/12/21 03:08:57:674',2,-0.045014,-0.073532,0.008988,0.422642,-2.950196,0.878203,?
343,'2023/12/21 03:08:57:707',2,-0.08752,-0.092528,0.007931,0.417873,-2.93966,0.839617,?
344,'2023/12/21 03:08:57:739',2,-0.045874,-0.078577,-0.007804,0.409886,-2.931395,0.801599,?
345,'2023/12/21 03:08:57:775',2,-0.024167,-0.090635,0.075711,0.401761,-2.926464,0.763899,?
346,'2023/12/21 03:08:57:807',2,-0.042807,-0.076542,0.022906,0.399881,-2.922135,0.732196,?
347,'2023/12/21 03:08:57:840',2,-0.04704,-0.088317,-0.009976,0.402356,-2.913302,0.699841,?
348,'2023/12/21 03:08:57:873',2,0.029171,-0.064077,-0.031056,0.40816,-2.900268,0.668284,?
349,'2023/12/21 03:08:57:907',2,-0.007947,-0.068357,-0.048391,0.410846,-2.893883,0.644141,?
350,'2023/12/21 03:08:57:940',2,-0.001846,-0.061709,-0.055977,0.406585,-2.895415,0.621922,?
351,'2023/12/21 03:08:57:974',2,0.005235,-0.063592,-0.004666,0.39923,-2.892306,0.598429,?
352,'2023/12/21 03:08:58:007',2,-0.015589,-0.080029,0.038533,0.396412,-2.88151,0.578162,?
353,'2023/12/21 03:08:58:040',2,-0.03365,-0.094053,0.027517,0.395485,-2.871309,0.557141,?
354,'2023/12/21 03:08:58:074',2,-0.018159,-0.091346,0.013908,0.39569,-2.863121,0.542789,?
355,'2023/12/21 03:08:58:107',2,-0.025074,-0.093296,0.021045,0.39705,-2.855364,0.531773,?
356,'2023/12/21 03:08:58:141',2,-0.010299,-0.069649,-0.000852,0.399066,-2.848301,0.521032,?
357,'2023/12/21 03:08:58:173',2,-0.012646,-0.059304,0.018134,0.400522,-2.843711,0.512971,?
358,'2023/12/21 03:08:58:207',2,-0.02381,-0.056653,-0.005795,0.402922,-2.840285,0.507026,?
359,'2023/12/21 03:08:58:240',2,-0.033097,-0.035652,-0.032056,0.404769,-2.836694,0.503405,?
360,'2023/12/21 03:09:00:107',3,-0.026819,-0.086659,-0.041769,0.267107,-2.875927,0.607603,?
361,'2023/12/21 03:09:00:141',3,-0.020135,-0.098831,-0.015117,0.265751,-2.874831,0.619485,?
362,'2023/12/21 03:09:00:174',3,-0.043248,-0.129217,0.001708,0.265856,-2.874655,0.63582,?
363,'2023/12/21 03:09:00:207',3,-0.062156,-0.150766,-0.008421,0.269666,-2.872418,0.652526,?
364,'2023/12/21 03:09:00:240',3,-0.092711,-0.166208,-0.024594,0.27586,-2.871008,0.677835,?
365,'2023/12/21 03:09:00:273',3,-0.078098,-0.144737,-0.006482,0.282418,-2.872866,0.709948,?
366,'2023/12/21 03:09:00:307',3,-0.068992,-0.127326,-0.00317,0.290787,-2.873429,0.741181,?
367,'2023/12/21 03:09:00:340',3,-0.065498,-0.087417,-0.043196,0.300891,-2.872846,0.782282,?
368,'2023/12/21 03:09:00:374',3,-0.066601,-0.059176,-0.020256,0.305221,-2.879077,0.829966,?
369,'2023/12/21 03:09:00:407',3,-0.041974,-0.035904,0.024149,0.308265,-2.888374,0.873624,?
370,'2023/12/21 03:09:00:440',3,-0.061411,-0.029738,-0.008952,0.315064,-2.892609,0.922713,?
371,'2023/12/21 03:09:00:474',3,-0.087212,-0.020274,-0.019948,0.320256,-2.897329,0.974709,?
372,'2023/12/21 03:09:00:507',3,-0.080603,-0.005864,0.00246,0.322562,-2.906047,1.021627,?
373,'2023/12/21 03:09:00:540',3,-0.060374,0.006993,-0.020945,0.327836,-2.912365,1.075722,?
374,'2023/12/21 03:09:00:573',3,-0.075367,0.00973,-0.052441,0.334652,-2.913835,1.129014,?
375,'2023/12/21 03:09:00:608',3,-0.07461,0.016733,-0.048918,0.339162,-2.917392,1.176257,?
376,'2023/12/21 03:09:00:641',3,-0.084514,0.027298,-0.072447,0.341531,-2.920291,1.229043,?
377,'2023/12/21 03:09:00:674',3,-0.111443,0.015565,-0.010428,0.341177,-2.92453,1.282282,?
378,'2023/12/21 03:09:00:707',3,-0.093847,0.054267,-0.016518,0.344164,-2.924707,1.327178,?
379,'2023/12/21 03:09:00:741',3,-0.092135,0.051754,0.010028,0.344411,-2.925962,1.379108,?
380,'2023/12/21 03:09:00:774',3,-0.081099,0.094469,0.089098,0.334918,-2.948125,1.430607,?
381,'2023/12/21 03:09:00:808',3,-0.039675,0.135691,0.037476,0.320534,-2.978129,1.473628,?
382,'2023/12/21 03:09:00:842',3,-0.068984,0.090945,0.108423,0.31545,-2.985149,1.519786,?
383,'2023/12/21 03:09:00:873',3,-0.015379,0.107488,0.036764,0.326774,-2.97077,1.561783,?
384,'2023/12/21 03:09:00:911',3,-0.03554,0.108299,-0.012589,0.329355,-2.96974,1.594405,?
385,'2023/12/21 03:09:00:941',3,-0.043128,0.064761,0.000504,0.321556,-2.977525,1.631801,?
386,'2023/12/21 03:09:00:976',3,-0.040898,0.070859,0.05364,0.314706,-2.983032,1.667153,?
387,'2023/12/21 03:09:01:006',3,-0.048462,0.072192,0.049458,0.311472,-2.988047,1.695349,?
388,'2023/12/21 03:09:01:040',3,-0.027102,0.081446,0.025346,0.309989,-2.993795,1.726397,?
389,'2023/12/21 03:09:01:073',3,0.008753,0.064836,0.01929,0.308699,-2.996919,1.750309,?
390,'2023/12/21 03:09:01:107',3,-0.020658,0.079221,0.041661,0.306405,-3.003726,1.77529,?
391,'2023/12/21 03:09:01:140',3,-0.026173,0.102736,0.027639,0.307334,-3.0108,1.798008,?
392,'2023/12/21 03:09:01:173',3,0.013289,0.127211,-0.000657,0.310314,-3.012433,1.815126,?
393,'2023/12/21 03:09:01:207',3,0.042328,0.147192,0.023771,0.311299,-3.015412,1.830928,?
394,'2023/12/21 03:09:02:640',4,-0.037736,-0.054679,0.005487,0.30205,-2.91096,0.520598,?
395,'2023/12/21 03:09:02:673',4,-0.081889,-0.106086,-0.016107,0.303041,-2.909846,0.524213,?
396,'2023/12/21 03:09:02:707',4,-0.059714,-0.114098,-0.063956,0.307024,-2.905777,0.535619,?
397,'2023/12/21 03:09:02:740',4,-0.041363,-0.137969,-0.079249,0.309019,-2.902631,0.549033,?
398,'2023/12/21 03:09:02:773',4,-0.049196,-0.145101,-0.061942,0.308564,-2.903034,0.571107,?
399,'2023/12/21 03:09:02:807',4,-0.059222,-0.128686,-0.032265,0.308672,-2.903587,0.59885,?
400,'2023/12/21 03:09:02:840',4,-0.0651,-0.118023,-0.032883,0.310464,-2.903336,0.625809,?
401,'2023/12/21 03:09:02:873',4,-0.070275,-0.09542,-0.025713,0.311205,-2.906793,0.66273,?
402,'2023/12/21 03:09:02:907',4,-0.054941,-0.056936,-0.002827,0.3118,-2.910389,0.697405,?
403,'2023/12/21 03:09:02:940',4,-0.041915,-0.051248,0.002394,0.316064,-2.909887,0.738175,?
404,'2023/12/21 03:09:02:973',4,-0.066653,-0.047072,-0.01494,0.320268,-2.909878,0.780223,?
405,'2023/12/21 03:09:03:007',4,-0.08857,-0.039843,0.012987,0.319926,-2.918425,0.821107,?
406,'2023/12/21 03:09:03:040',4,-0.042083,-0.029803,0.037732,0.324366,-2.924034,0.869941,?
407,'2023/12/21 03:09:03:073',4,-0.07227,-0.020714,-0.008215,0.334407,-2.922916,0.918495,?
408,'2023/12/21 03:09:03:107',4,-0.083457,-0.006495,-0.008571,0.339189,-2.928311,0.963418,?
409,'2023/12/21 03:09:03:140',4,-0.039225,-0.016821,0.002314,0.34475,-2.934218,1.016507,?
410,'2023/12/21 03:09:03:174',4,-0.04589,-0.004693,-0.051378,0.35319,-2.932786,1.067395,?
411,'2023/12/21 03:09:03:206',4,-0.120873,-0.009338,-0.02684,0.355282,-2.936864,1.113654,?
412,'2023/12/21 03:09:03:240',4,-0.028535,-0.016285,-0.01638,0.356841,-2.9439,1.169553,?
413,'2023/12/21 03:09:03:275',4,-0.099704,0.022803,-0.032633,0.361089,-2.946077,1.223658,?
414,'2023/12/21 03:09:03:307',4,-0.061767,0.036708,-0.041398,0.361403,-2.950023,1.270254,?
415,'2023/12/21 03:09:03:340',4,-0.072243,-0.010414,-0.018423,0.360226,-2.952658,1.323184,?
416,'2023/12/21 03:09:03:373',4,-0.090864,0.07224,-0.023623,0.360842,-2.954213,1.376055,?
417,'2023/12/21 03:09:03:407',4,-0.094167,0.063844,-0.035473,0.35867,-2.956532,1.420519,?
418,'2023/12/21 03:09:03:440',4,-0.078052,0.063094,-0.028529,0.355362,-2.956926,1.471403,?
419,'2023/12/21 03:09:03:474',4,-0.028574,0.072385,0.000539,0.352709,-2.954701,1.520875,?
420,'2023/12/21 03:09:03:522',4,-0.09608,0.076393,-0.023054,0.348658,-2.952751,1.560157,?
421,'2023/12/21 03:09:03:540',4,-0.073034,0.133579,-0.01111,0.338347,-2.954371,1.606995,?
422,'2023/12/21 03:09:03:573',4,-0.009338,0.092478,0.066444,0.327471,-2.955552,1.651012,?
423,'2023/12/21 03:09:03:606',4,-0.01897,0.141412,0.029549,0.321305,-2.954538,1.683498,?
424,'2023/12/21 03:09:03:640',4,-0.046823,0.14959,0.049334,0.311253,-2.955148,1.718499,?
425,'2023/12/21 03:09:03:674',4,-0.000842,0.151743,0.092307,0.304626,-2.955784,1.744315,?
426,'2023/12/21 03:09:03:707',4,0.009487,0.182017,0.067294,0.301077,-2.95614,1.771047,?
427,'2023/12/21 03:09:03:740',4,0.05055,0.171193,0.036373,0.298724,-2.953447,1.784729,?
428,'2023/12/21 03:09:03:775',4,0.0025,0.154155,0.111614,0.293625,-2.95483,1.795557,?
429,'2023/12/21 03:09:03:808',4,0.014778,0.133617,0.091389,0.295013,-2.95409,1.800324,?
430,'2023/12/21 03:09:03:840',4,0.010401,0.098558,0.041744,0.299263,-2.949662,1.800651,?
431,'2023/12/21 03:09:03:873',4,-0.00155,0.070974,0.024124,0.301088,-2.949198,1.799013,?
432,'2023/12/21 03:09:03:907',4,0.007622,0.030616,0.020737,0.301857,-2.949167,1.79643,?
433,'2023/12/21 03:09:03:940',4,-0.02275,0.013155,0.024843,0.30206,-2.948819,1.792483,?
434,'2023/12/21 03:09:03:974',4,-0.032673,0.003858,0.064905,0.301671,-2.95033,1.788166,?
435,'2023/12/21 03:09:04:007',4,-0.053613,0.007756,0.0499,0.304925,-2.951669,1.784689,?
436,'2023/12/21 03:09:05:473',5,-0.046731,-0.003814,0.056648,0.324531,-2.910409,0.910549,?
437,'2023/12/21 03:09:05:508',5,-0.109583,0.010855,-0.024327,0.329353,-2.908483,0.952358,?
438,'2023/12/21 03:09:05:541',5,-0.061067,0.029124,0.002061,0.327923,-2.911803,1.005177,?
439,'2023/12/21 03:09:05:573',5,-0.041051,-0.004236,0.032456,0.326887,-2.914634,1.054784,?
440,'2023/12/21 03:09:05:607',5,-0.11805,-0.002083,-0.011873,0.327856,-2.915422,1.095983,?
441,'2023/12/21 03:09:05:640',5,-0.067391,-0.007017,0.014516,0.326706,-2.919263,1.147436,?
442,'2023/12/21 03:09:05:673',5,-0.081769,-0.015952,0.019423,0.327325,-2.92074,1.196894,?
443,'2023/12/21 03:09:05:707',5,-0.129254,0.005943,0.009763,0.328162,-2.925744,1.24138,?
444,'2023/12/21 03:09:05:740',5,-0.071243,0.021252,0.008046,0.329633,-2.930077,1.294773,?
445,'2023/12/21 03:09:05:774',5,-0.059225,0.014153,0.00371,0.331857,-2.932972,1.347577,?
446,'2023/12/21 03:09:05:807',5,-0.071732,0.062305,0.002808,0.332384,-2.936837,1.392549,?
447,'2023/12/21 03:09:05:840',5,-0.079346,0.048014,0.000758,0.332988,-2.941013,1.444166,?
448,'2023/12/21 03:09:05:873',5,-0.025045,0.040453,-0.019113,0.33482,-2.94173,1.494405,?
449,'2023/12/21 03:09:05:907',5,-0.0604,0.061083,-0.021023,0.334288,-2.942295,1.535038,?
450,'2023/12/21 03:09:08:841',6,-0.088923,-0.043475,-0.011635,0.299371,-2.841934,0.883702,?
451,'2023/12/21 03:09:08:873',6,-0.177112,-0.022379,0.013199,0.302287,-2.847649,0.949269,?
452,'2023/12/21 03:09:08:907',6,-0.144264,-0.023653,0.077306,0.302551,-2.857784,1.008965,?
453,'2023/12/21 03:09:08:940',6,-0.11819,0.026115,0.025908,0.308225,-2.864714,1.075659,?
454,'2023/12/21 03:09:08:973',6,-0.195109,0.021991,-0.055831,0.309903,-2.873827,1.143155,?
455,'2023/12/21 03:09:09:007',6,-0.162394,0.032056,-0.040713,0.306229,-2.883048,1.203633,?
456,'2023/12/21 03:09:09:040',6,-0.145307,0.047918,-0.014876,0.303662,-2.889049,1.272701,?
457,'2023/12/21 03:09:09:073',6,-0.161908,0.099243,-0.003461,0.300044,-2.897807,1.340643,?
458,'2023/12/21 03:09:09:107',6,-0.214594,0.038229,0.028752,0.292408,-2.908682,1.39851,?
459,'2023/12/21 03:09:09:140',6,-0.166776,0.073361,0.042518,0.298636,-2.902503,1.465057,?
460,'2023/12/21 03:09:09:173',6,-0.118623,0.120551,-0.055494,0.30603,-2.898912,1.529486,?
461,'2023/12/21 03:09:09:206',6,-0.156268,0.121177,-0.062538,0.302129,-2.906569,1.585237,?
462,'2023/12/21 03:09:09:240',6,-0.131678,0.120648,0.023356,0.293515,-2.914414,1.648957,?
463,'2023/12/21 03:09:09:273',6,-0.104627,0.146053,0.04247,0.292159,-2.919955,1.710719,?
464,'2023/12/21 03:09:11:540',7,-0.166248,-0.042148,-0.009005,0.267061,-2.824439,0.908247,?
465,'2023/12/21 03:09:11:573',7,-0.143041,-0.008031,-0.052,0.272901,-2.824576,0.975385,?
466,'2023/12/21 03:09:11:607',7,-0.156362,-0.02892,-0.042495,0.276548,-2.820263,1.03752,?
467,'2023/12/21 03:09:11:640',7,-0.142735,-0.011356,0.051768,0.274694,-2.824861,1.113907,?
468,'2023/12/21 03:09:11:673',7,-0.147878,0.011717,0.046603,0.272208,-2.839891,1.189958,?
469,'2023/12/21 03:09:11:707',7,-0.190571,-0.010439,0.011687,0.271463,-2.851281,1.265189,?
470,'2023/12/21 03:09:11:740',7,-0.139723,0.069992,-0.011613,0.275268,-2.855322,1.330852,?
471,'2023/12/21 03:09:11:775',7,-0.056924,0.12078,-0.054203,0.279082,-2.860471,1.405741,?
472,'2023/12/21 03:09:11:807',7,-0.064254,0.109349,-0.066736,0.277064,-2.869564,1.47514,?
473,'2023/12/21 03:09:11:840',7,-0.158544,0.129097,-0.063038,0.271362,-2.87905,1.531737,?
474,'2023/12/21 03:09:11:873',7,-0.084509,0.129851,-0.02371,0.263506,-2.887849,1.598207,?
475,'2023/12/21 03:09:11:907',7,-0.057216,0.128733,0.041564,0.259315,-2.891682,1.64974,?
476,'2023/12/21 03:09:11:940',7,-0.074226,0.147737,-0.024714,0.258391,-2.894996,1.705647,?
477,'2023/12/21 03:09:11:974',7,-0.066899,0.151792,-0.037336,0.256162,-2.892115,1.756906,?
478,'2023/12/21 03:09:12:007',7,-0.097426,0.135507,0.004921,0.249239,-2.894984,1.798562,?
479,'2023/12/21 03:09:13:874',8,-0.125917,-0.213084,-0.041756,0.205099,-2.834543,0.56062,?
480,'2023/12/21 03:09:13:907',8,-0.126578,-0.251488,-0.053338,0.206223,-2.833378,0.582004,?
481,'2023/12/21 03:09:13:940',8,-0.145048,-0.257183,-0.090518,0.210759,-2.830475,0.615248,?
482,'2023/12/21 03:09:13:973',8,-0.151098,-0.231539,-0.093158,0.215077,-2.828131,0.660718,?
483,'2023/12/21 03:09:14:007',8,-0.139962,-0.201156,-0.039864,0.219643,-2.826854,0.708264,?
484,'2023/12/21 03:09:14:041',8,-0.094589,-0.156156,-0.041774,0.229083,-2.825088,0.770147,?
485,'2023/12/21 03:09:14:073',8,-0.160356,-0.13735,-0.0327,0.236366,-2.823977,0.837048,?
486,'2023/12/21 03:09:14:107',8,-0.187085,-0.099535,0.031402,0.236888,-2.834999,0.901585,?
487,'2023/12/21 03:09:14:141',8,-0.226853,-0.067425,0.07832,0.240584,-2.852993,0.981921,?
488,'2023/12/21 03:09:14:173',8,-0.159927,0.000289,0.062745,0.253167,-2.86382,1.064033,?
489,'2023/12/21 03:09:14:207',8,-0.156408,0.030862,-0.002427,0.264669,-2.87217,1.134646,?
490,'2023/12/21 03:09:14:240',8,-0.18514,0.0373,-0.028214,0.270744,-2.889967,1.21949,?
491,'2023/12/21 03:09:14:273',8,-0.16042,0.08277,-0.041003,0.275258,-2.904676,1.304697,?
492,'2023/12/21 03:09:14:307',8,-0.114961,0.127814,-0.0916,0.277764,-2.912199,1.37662,?
493,'2023/12/21 03:09:14:340',8,-0.111573,0.085765,-0.045946,0.273092,-2.920423,1.455783,?
494,'2023/12/21 03:09:14:373',8,-0.157543,0.124423,-0.023706,0.266023,-2.933805,1.532364,?
495,'2023/12/21 03:09:14:407',8,-0.168421,0.159921,-0.055868,0.262425,-2.938333,1.594732,?
496,'2023/12/21 03:09:14:440',8,-0.121288,0.171612,-0.016226,0.257549,-2.939004,1.664695,?
497,'2023/12/21 03:09:14:474',8,-0.089062,0.221126,0.044001,0.250263,-2.947342,1.720759,?
498,'2023/12/21 03:09:14:507',8,-0.074726,0.27234,0.004933,0.24643,-2.952704,1.779918,?
499,'2023/12/21 03:09:14:540',8,-0.019956,0.241166,0.050651,0.243708,-2.947447,1.828983,?
500,'2023/12/21 03:09:14:573',8,-0.134635,0.248588,0.088453,0.236802,-2.954231,1.864928,?
501,'2023/12/21 03:09:16:173',9,-0.18227,-0.077927,-0.00313,0.284715,-2.855389,0.8633,?
502,'2023/12/21 03:09:16:206',9,-0.136482,-0.052805,-0.002135,0.292472,-2.861238,0.91189,?
